epoch,train_loss,train_map50,train_map50_95,val_loss,val_map50,val_map50_95,lr,epoch_time
24,2.63134,0.24776,0.09211,3.12858,0.24643,0.09495,0.001,41.91273
25,2.59508,0.28772,0.10839,3.12655,0.26050,0.10059,0.001,162.09051
26,2.55592,0.28772,0.10839,3.08307,0.26050,0.10059,0.001,41.04339
27,2.49799,0.28772,0.10839,3.05530,0.26050,0.10059,0.001,41.19526
28,2.45789,0.28772,0.10839,3.08040,0.26050,0.10059,0.001,41.45906
29,2.42076,0.28772,0.10839,3.04137,0.26050,0.10059,0.001,41.58421
30,2.37756,0.33026,0.13034,3.07550,0.26847,0.09570,0.001,165.30661
31,2.34347,0.33026,0.13034,3.02739,0.26847,0.09570,0.001,41.21043
32,2.31637,0.33026,0.13034,3.03391,0.26847,0.09570,0.001,41.18666
33,2.27092,0.33026,0.13034,3.04017,0.26847,0.09570,0.001,41.40565
34,2.24150,0.33026,0.13034,2.98879,0.26847,0.09570,0.001,41.20347
35,2.21481,0.36467,0.14424,3.01115,0.28395,0.11349,0.001,170.12749
36,2.20072,0.36467,0.14424,3.00412,0.28395,0.11349,0.001,40.86565
37,2.15161,0.36467,0.14424,2.95545,0.28395,0.11349,0.001,42.04428
38,2.11554,0.36467,0.14424,2.99322,0.28395,0.11349,0.001,42.02465
39,2.09085,0.36467,0.14424,2.94544,0.28395,0.11349,0.001,42.09743
40,2.05348,0.39648,0.16152,3.00313,0.29283,0.11420,0.001,172.22014
41,2.03821,0.39648,0.16152,2.92149,0.29283,0.11420,0.001,41.30416
42,2.01797,0.39648,0.16152,2.94565,0.29283,0.11420,0.001,42.08236
43,1.99027,0.39648,0.16152,2.92434,0.29283,0.11420,0.001,42.27702
44,1.95201,0.39648,0.16152,2.94284,0.29283,0.11420,0.001,41.78460
45,1.94424,0.43470,0.17976,2.92653,0.28990,0.10966,0.001,179.98136
46,1.92166,0.43470,0.17976,2.95739,0.28990,0.10966,0.001,41.61634
47,1.88643,0.43470,0.17976,2.90907,0.28990,0.10966,0.001,41.43077
48,1.86168,0.43470,0.17976,2.92715,0.28990,0.10966,0.001,41.57088
49,1.84993,0.43470,0.17976,2.89066,0.28990,0.10966,0.001,41.88459
50,1.82665,0.46094,0.19641,2.87705,0.32411,0.12814,0.001,181.82247
51,1.82468,0.46094,0.19641,2.89789,0.32411,0.12814,0.001,41.60386
52,1.79116,0.46094,0.19641,2.90844,0.32411,0.12814,0.001,41.76431
53,1.76851,0.46094,0.19641,2.86436,0.32411,0.12814,0.001,41.86397
54,1.75142,0.46094,0.19641,2.87348,0.32411,0.12814,0.001,41.66605
55,1.74536,0.48526,0.20683,2.85594,0.33030,0.13179,0.001,188.11232
56,1.73030,0.48526,0.20683,2.86388,0.33030,0.13179,0.001,41.12255
57,1.70676,0.48526,0.20683,2.85718,0.33030,0.13179,0.001,41.43149
58,1.68636,0.48526,0.20683,2.84038,0.33030,0.13179,0.001,41.91037
59,1.67718,0.48526,0.20683,2.84174,0.33030,0.13179,0.001,41.41018
60,1.65626,0.51059,0.22119,2.81767,0.33744,0.13714,0.001,184.36955
61,1.64112,0.51059,0.22119,2.83317,0.33744,0.13714,0.001,42.02833
62,1.62078,0.51059,0.22119,2.82427,0.33744,0.13714,0.001,41.92219
63,1.61136,0.51059,0.22119,2.84631,0.33744,0.13714,0.001,41.41440
64,1.60645,0.51059,0.22119,2.86194,0.33744,0.13714,0.001,41.86325
65,1.59124,0.53538,0.23404,2.81512,0.33486,0.13617,0.001,190.62615
66,1.57991,0.53538,0.23404,2.81199,0.33486,0.13617,0.001,41.43917
67,1.56451,0.53538,0.23404,2.80787,0.33486,0.13617,0.001,41.37956
68,1.55292,0.53538,0.23404,2.79314,0.33486,0.13617,0.001,41.83837
69,1.53033,0.53538,0.23404,2.81728,0.33486,0.13617,0.001,41.53412
70,1.51110,0.56234,0.24969,2.79857,0.34239,0.13848,0.001,185.17149
71,1.50597,0.56234,0.24969,2.80129,0.34239,0.13848,0.001,41.06125
72,1.49523,0.56234,0.24969,2.81550,0.34239,0.13848,0.001,41.62545
73,1.49370,0.56234,0.24969,2.78413,0.34239,0.13848,0.001,41.26339
74,1.46916,0.56234,0.24969,2.81095,0.34239,0.13848,0.001,41.53718
75,1.50134,0.56876,0.24690,2.78274,0.34721,0.14016,0.001,183.20209
76,1.40197,0.56876,0.24690,2.73937,0.34721,0.14016,0.0001,40.78296
77,1.37717,0.56876,0.24690,2.74079,0.34721,0.14016,0.0001,41.59696
78,1.35855,0.56876,0.24690,2.73882,0.34721,0.14016,0.0001,41.40529
79,1.34995,0.56876,0.24690,2.72789,0.34721,0.14016,0.0001,41.74967
80,1.34483,0.62604,0.30040,2.72730,0.36379,0.15192,0.0001,184.79446
81,1.33772,0.62604,0.30040,2.72645,0.36379,0.15192,0.0001,41.04721
82,1.33512,0.62604,0.30040,2.72089,0.36379,0.15192,0.0001,41.32369
83,1.32262,0.62604,0.30040,2.72661,0.36379,0.15192,0.0001,41.56496
84,1.31387,0.62604,0.30040,2.72726,0.36379,0.15192,0.0001,41.33904
85,1.32293,0.63679,0.30814,2.71915,0.36492,0.15265,0.0001,187.80382
86,1.30312,0.63679,0.30814,2.72042,0.36492,0.15265,0.0001,41.61061
87,1.31157,0.63679,0.30814,2.72256,0.36492,0.15265,0.0001,41.16571
88,1.30253,0.63679,0.30814,2.72517,0.36492,0.15265,0.0001,41.59349
89,1.30275,0.63679,0.30814,2.73260,0.36492,0.15265,0.0001,41.81349
90,1.29197,0.64401,0.31420,2.71614,0.36690,0.15277,0.0001,186.00018
91,1.29927,0.64401,0.31420,2.72386,0.36690,0.15277,0.0001,41.22327
92,1.29009,0.64401,0.31420,2.72088,0.36690,0.15277,0.0001,41.15370
93,1.27943,0.64401,0.31420,2.72046,0.36690,0.15277,0.0001,41.38550
94,1.27666,0.64401,0.31420,2.71543,0.36690,0.15277,0.0001,41.78878
95,1.28410,0.65202,0.31926,2.72632,0.36502,0.15402,0.0001,185.22934
96,1.28304,0.65202,0.31926,2.72278,0.36502,0.15402,0.0001,41.23018
97,1.27026,0.65202,0.31926,2.72203,0.36502,0.15402,0.0001,41.33793
98,1.27051,0.65202,0.31926,2.72041,0.36502,0.15402,0.0001,41.39543
99,1.27225,0.65202,0.31926,2.71980,0.36502,0.15402,0.0001,41.62077
100,1.26169,0.65612,0.32125,2.72195,0.36518,0.15299,0.0001,187.66932
101,1.26735,0.65612,0.32125,2.72464,0.36518,0.15299,0.0001,41.46771
102,1.27220,0.65612,0.32125,2.72094,0.36518,0.15299,0.0001,41.31916
103,1.25617,0.65612,0.32125,2.74012,0.36518,0.15299,0.0001,41.62708
104,1.25951,0.65612,0.32125,2.72409,0.36518,0.15299,0.0001,42.01815
105,1.25612,0.66008,0.32436,2.72635,0.36780,0.15450,0.0001,186.37633
106,1.24364,0.66008,0.32436,2.72629,0.36780,0.15450,1e-05,41.46707
107,1.24952,0.66008,0.32436,2.71631,0.36780,0.15450,1e-05,41.75074
108,1.25033,0.66008,0.32436,2.71420,0.36780,0.15450,1e-05,41.23394
109,1.24891,0.66008,0.32436,2.71592,0.36780,0.15450,1e-05,41.33368
110,1.25147,0.66307,0.32809,2.71788,0.36717,0.15369,1e-05,186.23992
111,1.25405,0.66307,0.32809,2.71739,0.36717,0.15369,1e-05,41.48666
112,1.24997,0.66307,0.32809,2.71557,0.36717,0.15369,1e-05,41.37813
113,1.24451,0.66307,0.32809,2.71617,0.36717,0.15369,1e-05,41.17503
114,1.24683,0.66307,0.32809,2.71664,0.36717,0.15369,1e-05,41.76947
115,1.25026,0.66022,0.32627,2.71662,0.36533,0.15327,1e-05,189.39886
116,1.24533,0.66022,0.32627,2.71562,0.36533,0.15327,1e-05,41.92583
117,1.24630,0.66022,0.32627,2.71492,0.36533,0.15327,1e-05,41.51743
118,1.25120,0.66022,0.32627,2.71722,0.36533,0.15327,1e-05,41.63201
119,1.25070,0.66022,0.32627,2.71424,0.36533,0.15327,1e-05,42.17170
120,1.24547,0.66109,0.32826,2.71430,0.36560,0.15300,1e-05,191.21427
121,1.25051,0.66109,0.32826,2.71332,0.36560,0.15300,1e-05,41.85482
122,1.24096,0.66109,0.32826,2.71474,0.36560,0.15300,1e-05,41.65527
123,1.24455,0.66109,0.32826,2.71776,0.36560,0.15300,1e-05,41.93543
124,1.24777,0.66109,0.32826,2.71974,0.36560,0.15300,1e-05,41.67884
125,1.25053,0.66093,0.32652,2.71913,0.36728,0.15385,1e-05,191.69991
126,1.24413,0.66093,0.32652,2.71662,0.36728,0.15385,1e-05,41.39645
127,1.24377,0.66093,0.32652,2.71534,0.36728,0.15385,1e-05,41.88353
128,1.24394,0.66093,0.32652,2.71335,0.36728,0.15385,1e-05,41.95108
129,1.23623,0.66093,0.32652,2.72285,0.36728,0.15385,1e-05,41.26328
130,1.23549,0.66741,0.33009,2.71566,0.36577,0.15354,1e-05,191.20948
131,1.24478,0.66741,0.33009,2.72838,0.36577,0.15354,1e-05,41.47632
132,1.24386,0.66741,0.33009,2.72080,0.36577,0.15354,1e-05,41.99956
133,1.24462,0.66741,0.33009,2.71454,0.36577,0.15354,1e-05,41.63690
134,1.24071,0.66741,0.33009,2.70779,0.36577,0.15354,1e-05,41.39477
135,1.23464,0.67051,0.33146,2.71930,0.36784,0.15408,1e-05,190.38013
